Handbag,Handbag,手袋,,,,,,,,,,,,,,,,
Handcuff,Handcuff,手铐,,,,,,,,,,,,,,,,
Hand saw,Hand saw,手锯,,,,,,,,,,,,,,,,
Bracelet,Bracelet,手镯,,,,,,,,,,,,,,,,
Accordion,Accordion,手风琴,,,,,,,,,,,,,,,,
Poker,Poker,扑克,,,,,,,,,,,,,,,,
Poker chip,Poker chip,扑克筹码,,,,,,,,,,,,,,,,
Printer,Printer,打印机,,,,,,,,,,,,,,,,
Leggings,Leggings,打底裤,,,,,,,,,,,,,,,,
Opened,Opened,打开的,,,,,,,,,,,,,,,,
Bicycle pump,Bicycle pump,打气筒,,,,,,,,,,,,,,,,
Lighter,Lighter,打火机,,,,,,,,,,,,,,,,
Whisk,Whisk,打蛋器,,,,,,,,,,,,,,,,
Tony,Tony,托尼奖,,,,,,,,,,,,,,,,
Topaz,Topaz,托帕石,,,,,,,,,,,,,,,,
Tray,Tray,托盘,,,,,,,,,,,,,,,,
Robovac,Robovac,扫地机器人,,,,,,,,,,,,,,,,
Robot vacuum,Robot vacuum,扫地机器人,,,,,,,,,,,,,,,,
Floor cleaner,Floor cleaner,扫地机器人,,,,,,,,,,,,,,,,
Broom,Broom,扫帚,,,,,,,,,,,,,,,,
Scanner,Scanner,扫描器,,,,,,,,,,,,,,,,
Speaker,Speaker,扬声器,,,,,,,,,,,,,,,,
Wrench,Wrench,扳手,,,,,,,,,,,,,,,,
Buttress,Buttress,扶壁,,,,,,,,,,,,,,,,
Armrest,Armrest,扶手,,,,,,,,,,,,,,,,
Armchair,Armchair,扶手椅,,,,,,,,,,,,,,,,
Folding chair,Folding chair,折叠椅,,,,,,,,,,,,,,,,
Origami,Origami,折纸,,,,,,,,,,,,,,,,
Eclectus,Eclectus,折衷鹦鹉,,,,,,,,,,,,,,,,
Frigate,Frigate,护卫舰,,,,,,,,,,,,,,,,
Gorget,Gorget,护喉,,,,,,,,,,,,,,,,
Moat,Moat,护城河,,,,,,,,,,,,,,,,
Parapet,Parapet,护墙,,,,,,,,,,,,,,,,
Passport,Passport,护照,,,,,,,,,,,,,,,,
Passport,Passport,护照印章,,,,,,,,,,,,,,,,
Safety,Safety,护目镜,,,,,,,,,,,,,,,,
Work goggles,Work goggles,护目镜,,,,,,,,,,,,,,,,
Goggles,Goggles,护目镜,,,,,,,,,,,,,,,,
Talisman,Talisman,护身符,,,,,,,,,,,,,,,,
Amulet,Amulet,护身符,,,,,,,,,,,,,,,,
Mouthguard,Mouthguard,护齿,,,,,,,,,,,,,,,,
Banshee,Banshee,报丧女妖,,,,,,,,,,,,,,,,
Primrose,Primrose,报春花,,,,,,,,,,,,,,,,
Newspaper,Newspaper,报纸,,,,,,,,,,,,,,,,
Pizza,Pizza,披萨,,,,,,,,,,,,,,,,
Pizza cutter,Pizza cutter,披萨刀,,,,,,,,,,,,,,,,
Cloth,Cloth,抹布,,,,,,,,,,,,,,,,
Abstract,Abstract,抽象图案,,,,,,,,,,,,,,,,
Lachesis,Lachesis,拉克西斯,,,,,,,,,,,,,,,,
Rally,Rally,拉力赛,,,,,,,,,,,,,,,,
Lambda,Lambda,拉姆达,,,,,,,,,,,,,,,,
Labrador,Labrador,拉布拉多犬,,,,,,,,,,,,,,,,
Raph,Raph,拉斐尔,,,,,,,,,,,,,,,,
Latte art,Latte art,拉花,,,,,,,,,,,,,,,,
Zipper,Zipper,拉链,,,,,,,,,,,,,,,,
Ramen,Ramen,拉面,,,,,,,,,,,,,,,,
Mop,Mop,拖把,,,,,,,,,,,,,,,,
Tractor,Tractor,拖拉机,,,,,,,,,,,,,,,,
Trailer,Trailer,拖车,,,,,,,,,,,,,,,,
Slipper,Slipper,拖鞋,,,,,,,,,,,,,,,,
Slippers,Slippers,拖鞋,,,,,,,,,,,,,,,,
Maneki-neko,Maneki-neko,招财猫,,,,,,,,,,,,,,,,
Arch,Arch,拱桥,,,,,,,,,,,,,,,,
Arch,Arch,拱门,,,,,,,,,,,,,,,,
Archtop,Archtop,拱面吉他,,,,,,,,,,,,,,,,
Vault,Vault,拱顶,,,,,,,,,,,,,,,,
Boxing,Boxing,拳击,,,,,,,,,,,,,,,,
Puzzle,Puzzle,拼图,,,,,,,,,,,,,,,,
Jigsaw,Jigsaw,拼图,,,,,,,,,,,,,,,,
Scrabble,Scrabble,拼字游戏,,,,,,,,,,,,,,,,
Collage,Collage,拼贴画,,,,,,,,,,,,,,,,
Latte,Latte,拿铁,,,,,,,,,,,,,,,,
Tapestry,Tapestry,挂毯,,,,,,,,,,,,,,,,
Padlock,Padlock,挂锁,,,,,,,,,,,,,,,,
Compass,Compass,指南针,,,,,,,,,,,,,,,,
Spinner,Spinner,指尖陀螺,,,,,,,,,,,,,,,,
Nail polish,Nail polish,指甲油,,,,,,,,,,,,,,,,
Polish,Polish,指甲油,,,,,,,,,,,,,,,,
Nail file,Nail file,指甲锉,,,,,,,,,,,,,,,,
Pointer,Pointer,指针,,,,,,,,,,,,,,,,
Button,Button,按钮,,,,,,,,,,,,,,,,
Pick,Pick,挑梳,,,,,,,,,,,,,,,,
Tart,Tart,挞,,,,,,,,,,,,,,,,
Waving,Waving,挥旗,,,,,,,,,,,,,,,,
Squish,Squish,捏捏乐,,,,,,,,,,,,,,,,
Diwali,Diwali,排灯节,,,,,,,,,,,,,,,,
Console,Console,控制台,,,,,,,,,,,,,,,,
Control,Control,控制键,,,,,,,,,,,,,,,,
Tiramisu,Tiramisu,提拉米苏,,,,,,,,,,,,,,,,
Plug,Plug,插头,,,,,,,,,,,,,,,,
Nigiri,Nigiri,握寿司,,,,,,,,,,,,,,,,
Blender,Blender,搅拌机,,,,,,,,,,,,,,,,
Search,Search,搜索,,,,,,,,,,,,,,,,
Pendulum,Pendulum,摆钟,,,,,,,,,,,,,,,,
Rocking chair,Rocking chair,摇椅,,,,,,,,,,,,,,,,
Rattle,Rattle,摇铃,,,,,,,,,,,,,,,,
Savasana,Savasana,摊尸式,,,,,,,,,,,,,,,,
Fall,Fall,摔倒,,,,,,,,,,,,,,,,
Skyscraper,Skyscraper,摩天楼,,,,,,,,,,,,,,,,
Ferris,Ferris,摩天轮,,,,,,,,,,,,,,,,
Motorbike,Motorbike,摩托车,,,,,,,,,,,,,,,,
Motorcycle,Motorcycle,摩托车,,,,,,,,,,,,,,,,
Play,Play,播放,,,,,,,,,,,,,,,,
Play button,Play button,播放按钮,,,,,,,,,,,,,,,,
Climbing,Climbing,攀岩,,,,,,,,,,,,,,,,
Climb,Climb,攀爬,,,,,,,,,,,,,,,,
Jungle gym,Jungle gym,攀爬架,,,,,,,,,,,,,,,,
Tolasana,Tolasana,支撑式,,,,,,,,,,,,,,,,
Inbox,Inbox,收件箱,,,,,,,,,,,,,,,,
Register,Register,收银机,,,,,,,,,,,,,,,,
Radio,Radio,收音机,,,,,,,,,,,,,,,,
Magnifier,Magnifier,放大镜,,,,,,,,,,,,,,,,
Radioactive,Radioactive,放射性,,,,,,,,,,,,,,,,
Ambulance,Ambulance,救护车,,,,,,,,,,,,,,,,
Lifebuoy,Lifebuoy,救生圈,,,,,,,,,,,,,,,,
Life vest,Life vest,救生衣,,,,,,,,,,,,,,,,
Life jacket,Life jacket,救生衣,,,,,,,,,,,,,,,,
Church,Church,教堂,,,,,,,,,,,,,,,,
Classroom,Classroom,教室,,,,,,,,,,,,,,,,
Textbooks,Textbooks,教科书,,,,,,,,,,,,,,,,
Textbook,Textbook,教科书,,,,,,,,,,,,,,,,
Pointer,Pointer,教鞭,,,,,,,,,,,,,,,,
Convertible,Convertible,敞篷车,,,,,,,,,,,,,,,,
Cabriolet,Cabriolet,敞篷车,,,,,,,,,,,,,,,,
Digital,Digital,数字钟,,,,,,,,,,,,,,,,
MUX,MUX,数据选择器,,,,,,,,,,,,,,,,
Sudoku,Sudoku,数独,,,,,,,,,,,,,,,,
Digital camera,Digital camera,数码相机,,,,,,,,,,,,,,,,
Nonogram,Nonogram,数织,,,,,,,,,,,,,,,,
Kakuro,Kakuro,数谜,,,,,,,,,,,,,,,,
Stationery,Stationery,文具,,,,,,,,,,,,,,,,
Dalmatian,Dalmatian,斑点狗,,,,,,,,,,,,,,,,
Pinto,Pinto,斑豆,,,,,,,,,,,,,,,,
Zebra,Zebra,斑马,,,,,,,,,,,,,,,,
Bulldog,Bulldog,斗牛犬,,,,,,,,,,,,,,,,
Mantle cloth,Mantle cloth,斗篷,,,,,,,,,,,,,,,,
Poncho,Poncho,斗篷,,,,,,,,,,,,,,,,
Cloak,Cloak,斗篷,,,,,,,,,,,,,,,,
Mixer,Mixer,料理机,,,,,,,,,,,,,,,,
Slope,Slope,斜坡,,,,,,,,,,,,,,,,
Cable-stayed,Cable-stayed,斜拉桥,,,,,,,,,,,,,,,,
Helical,Helical,斜齿轮,,,,,,,,,,,,,,,,
Axe,Axe,斧,,,,,,,,,,,,,,,,
Axe tool,Axe tool,斧头,,,,,,,,,,,,,,,,
Spelt cereal,Spelt cereal,斯佩尔特小麦,,,,,,,,,,,,,,,,
Sphinx,Sphinx,斯芬克斯,,,,,,,,,,,,,,,,
Newborn,Newborn,新生儿,,,,,,,,,,,,,,,,
Driving wheel,Driving wheel,方向盘,,,,,,,,,,,,,,,,
Diamonds,Diamonds,方块,,,,,,,,,,,,,,,,
Obelisk,Obelisk,方尖碑,,,,,,,,,,,,,,,,
Gingham,Gingham,方格,,,,,,,,,,,,,,,,
Checkered,Checkered,方格旗,,,,,,,,,,,,,,,,
Gingham,Gingham,方格纹,,,,,,,,,,,,,,,,
Sugar cubes,Sugar cubes,方糖,,,,,,,,,,,,,,,,
Travel trunk,Travel trunk,旅行箱,,,,,,,,,,,,,,,,
Carousel,Carousel,旋转木马,,,,,,,,,,,,,,,,
Galloper,Galloper,旋转木马,,,,,,,,,,,,,,,,
Whirl,Whirl,旋风,,,,,,,,,,,,,,,,
Flag,Flag,旗帜,,,,,,,,,,,,,,,,
Flagman,Flagman,旗手,,,,,,,,,,,,,,,,
Flagpole,Flagpole,旗杆,,,,,,,,,,,,,,,,
Drone,Drone,无人机,,,,,,,,,,,,,,,,
Beanie,Beanie,无檐便帽,,,,,,,,,,,,,,,,
Infinity,Infinity,无穷大,,,,,,,,,,,,,,,,
Fig,Fig,无花果,,,,,,,,,,,,,,,,
Trolley bus,Trolley bus,无轨电车,,,,,,,,,,,,,,,,
Yen,Yen,日元,,,,,,,,,,,,,,,,
Sunrise,Sunrise,日出,,,,,,,,,,,,,,,,
Sundial,Sundial,日晷,,,,,,,,,,,,,,,,
Japan,Japan,日本,,,,,,,,,,,,,,,,
Japan flag,Japan flag,日本国旗,,,,,,,,,,,,,,,,
Sunset,Sunset,日落,,,,,,,,,,,,,,,,
Morning,Morning,早晨,,,,,,,,,,,,,,,,
Fashion,Fashion,时尚帽,,,,,,,,,,,,,,,,
Clocks,Clocks,时钟,,,,,,,,,,,,,,,,
Clock,Clock,时钟,,,,,,,,,,,,,,,,
Time,Time,时间,,,,,,,,,,,,,,,,
Insect,Insect,昆虫,,,,,,,,,,,,,,,,
Postcard,Postcard,明信片,,,,,,,,,,,,,,,,
Flammable,Flammable,易燃,,,,,,,,,,,,,,,,
Star shape,Star shape,星形,,,,,,,,,,,,,,,,
Star icon,Star icon,星星图示,,,,,,,,,,,,,,,,
Star,Star,星章,,,,,,,,,,,,,,,,
Galaxy,Galaxy,星系,,,,,,,,,,,,,,,,
Spring,Spring,春季,,,,,,,,,,,,,,,,
Microscope,Microscope,显微镜,,,,,,,,,,,,,,,,
Monitor,Monitor,显示器,,,,,,,,,,,,,,,,
Display,Display,显示器,,,,,,,,,,,,,,,,
Prusik,Prusik,普鲁士结,,,,,,,,,,,,,,,,
Chile flag,Chile flag,智利国旗,,,,,,,,,,,,,,,,
Smartphone,Smartphone,智能手机,,,,,,,,,,,,,,,,
Smartwatch,Smartwatch,智能手表,,,,,,,,,,,,,,,,
Lighting,Lighting,智能照明,,,,,,,,,,,,,,,,
Smart lock,Smart lock,智能锁,,,,,,,,,,,,,,,,
Doorbell,Doorbell,智能门铃,,,,,,,,,,,,,,,,
Pause,Pause,暂停,,,,,,,,,,,,,,,,
Pause button,Pause button,暂停按钮,,,,,,,,,,,,,,,,
Dark area,Dark area,暗处,,,,,,,,,,,,,,,,
Twilight,Twilight,暮光,,,,,,,,,,,,,,,,
Cookie,Cookie,曲奇,,,,,,,,,,,,,,,,
Hockey,Hockey,曲棍球,,,,,,,,,,,,,,,,
Addax,Addax,曲角羚,,,,,,,,,,,,,,,,
Retort,Retort,曲颈瓶,,,,,,,,,,,,,,,,
Mandolin,Mandolin,曼陀林,,,,,,,,,,,,,,,,
Moon,Moon,月亮,,,,,,,,,,,,,,,,
Bay leaf,Bay leaf,月桂叶,,,,,,,,,,,,,,,,
Organic,Organic,有机垃圾,,,,,,,,,,,,,,,,
Toxic,Toxic,有毒,,,,,,,,,,,,,,,,
Tramcar,Tramcar,有轨电车,,,,,,,,,,,,,,,,
Tram,Tram,有轨电车,,,,,,,,,,,,,,,,
Waiter,Waiter,服务员,,,,,,,,,,,,,,,,
Rum,Rum,朗姆酒,,,,,,,,,,,,,,,,
Telescope,Telescope,望远镜,,,,,,,,,,,,,,,,
Puppetry,Puppetry,木偶戏,,,,,,,,,,,,,,,,
Clog,Clog,木屐,,,,,,,,,,,,,,,,
Jupiter,Jupiter,木星,,,,,,,,,,,,,,,,
Wooden,Wooden,木杆,,,,,,,,,,,,,,,,
Plank,Plank,木板,,,,,,,,,,,,,,,,
Papaya,Papaya,木瓜,,,,,,,,,,,,,,,,
Peg leg,Peg leg,木腿,,,,,,,,,,,,,,,,
Wooden leg,Wooden leg,木腿,,,,,,,,,,,,,,,,
Clogs,Clogs,木鞋,,,,,,,,,,,,,,,,
Bunsen,Bunsen,本生灯,,,,,,,,,,,,,,,,
Bunyip,Bunyip,本耶普,,,,,,,,,,,,,,,,
Robot dog,Robot dog,机器狗,,,,,,,,,,,,,,,,
Airport,Airport,机场,,,,,,,,,,,,,,,,
Robotic arm,Robotic arm,机械臂,,,,,,,,,,,,,,,,
Magazine,Magazine,杂志,,,,,,,,,,,,,,,,
Acrobat,Acrobat,杂技演员,,,,,,,,,,,,,,,,
Juggler,Juggler,杂耍演员,,,,,,,,,,,,,,,,
Sceptre,Sceptre,权杖,,,,,,,,,,,,,,,,
Rod,Rod,杆,,,,,,,,,,,,,,,,
Fir-tree,Fir-tree,杉树,,,,,,,,,,,,,,,,
Plum,Plum,李子,,,,,,,,,,,,,,,,
Apricot,Apricot,杏,,,,,,,,,,,,,,,,
Almonds,Almonds,杏仁,,,,,,,,,,,,,,,,
Almond,Almond,杏仁奶,,,,,,,,,,,,,,,,
Village,Village,村庄,,,,,,,,,,,,,,,,
Tunic,Tunic,束腰外衣,,,,,,,,,,,,,,,,
Corset,Corset,束身衣,,,,,,,,,,,,,,,,
Barbell,Barbell,杠铃,,,,,,,,,,,,,,,,
Barrette,Barrette,条形发夹,,,,,,,,,,,,,,,,
Barcode,Barcode,条码,,,,,,,,,,,,,,,,
Stripe,Stripe,条纹,,,,,,,,,,,,,,,,
Stripes,Stripes,条纹,,,,,,,,,,,,,,,,
Stripes marble,Stripes marble,条纹弹珠,,,,,,,,,,,,,,,,
Poplar,Poplar,杨树叶,,,,,,,,,,,,,,,,
Cup,Cup,杯子,,,,,,,,,,,,,,,,
Jacks,Jacks,杰克,,,,,,,,,,,,,,,,
Truffle,Truffle,松露,,,,,,,,,,,,,,,,
Squirrel,Squirrel,松鼠,,,,,,,,,,,,,,,,
Slate,Slate,板岩,,,,,,,,,,,,,,,,
Crate,Crate,板条箱,,,,,,,,,,,,,,,,
Cricket,Cricket,板球,,,,,,,,,,,,,,,,
Aurora,Aurora,极光,,,,,,,,,,,,,,,,
Loquat,Loquat,枇杷,,,,,,,,,,,,,,,,
Pillows,Pillows,枕头,,,,,,,,,,,,,,,,
Praline,Praline,果仁糖,,,,,,,,,,,,,,,,
Jelly,Jelly,果冻,,,,,,,,,,,,,,,,
Juice,Juice,果汁,,,,,,,,,,,,,,,,
Puree,Puree,果泥,,,,,,,,,,,,,,,,
Strudel,Strudel,果馅卷,,,,,,,,,,,,,,,,
Chandelier,Chandelier,枝形吊灯,,,,,,,,,,,,,,,,
Gun,Gun,枪,,,,,,,,,,,,,,,,
Maple leaf,Maple leaf,枫叶,,,,,,,,,,,,,,,,
Maple,Maple,枫叶,,,,,,,,,,,,,,,,
Maple,Maple,枫树,,,,,,,,,,,,,,,,
Maple tree,Maple tree,枫树,,,,,,,,,,,,,,,,
Syrup,Syrup,枫糖浆,,,,,,,,,,,,,,,,
Softbox,Softbox,柔光箱,,,,,,,,,,,,,,,,
Pomelo,Pomelo,柚子,,,,,,,,,,,,,,,,
Counter,Counter,柜台,,,,,,,,,,,,,,,,
Lemon,Lemon,柠檬,,,,,,,,,,,,,,,,
Lemonade,Lemonade,柠檬水,,,,,,,,,,,,,,,,
Collie,Collie,柯利犬,,,,,,,,,,,,,,,,
Corgi,Corgi,柯基犬,,,,,,,,,,,,,,,,
Pole,Pole,柱,,,,,,,,,,,,,,,,
Spar,Spar,柱形浮标,,,,,,,,,,,,,,,,
Orange,Orange,柳丁,,,,,,,,,,,,,,,,
Orange tree,Orange tree,柳丁树,,,,,,,,,,,,,,,,
Orange slices,Orange slices,柳丁瓣,,,,,,,,,,,,,,,,
Orange peels,Orange peels,柳丁皮,,,,,,,,,,,,,,,,
Fence,Fence,栅栏,,,,,,,,,,,,,,,,
Collar,Collar,标准领,,,,,,,,,,,,,,,,
Tags,Tags,标签,,,,,,,,,,,,,,,,
Mark,Mark,标记,,,,,,,,,,,,,,,,
Rails,Rails,栏杆,,,,,,,,,,,,,,,,
Tree,Tree,树,,,,,,,,,,,,,,,,
Leaves,Leaves,树叶,,,,,,,,,,,,,,,,
Trunk,Trunk,树干,,,,,,,,,,,,,,,,
Tree yoga,Tree yoga,树式,,,,,,,,,,,,,,,,
Sloth,Sloth,树懒,,,,,,,,,,,,,,,,
Branch,Branch,树枝,,,,,,,,,,,,,,,,
Hedge,Hedge,树篱,,,,,,,,,,,,,,,,
Raspberry,Raspberry,树莓,,,,,,,,,,,,,,,,
Tree frog,Tree frog,树蛙,,,,,,,,,,,,,,,,
Tree boa,Tree boa,树蟒,,,,,,,,,,,,,,,,
Chestnut,Chestnut,栗树叶,,,,,,,,,,,,,,,,
Maroon,Maroon,栗色,,,,,,,,,,,,,,,,
School building,School building,校舍,,,,,,,,,,,,,,,,
Walnut,Walnut,核桃,,,,,,,,,,,,,,,,
Root,Root,根,,,,,,,,,,,,,,,,
Root chakras,Root chakras,根脉轮,,,,,,,,,,,,,,,,
Plaid,Plaid,格子,,,,,,,,,,,,,,,,
Tartan,Tartan,格子,,,,,,,,,,,,,,,,
Tartan,Tartan,格子纹,,,,,,,,,,,,,,,,
Quetzal,Quetzal,格查尔鸟,,,,,,,,,,,,,,,,
Grammy,Grammy,格莱美奖,,,,,,,,,,,,,,,,
Truss,Truss,桁架桥,,,,,,,,,,,,,,,,
Laurel,Laurel,桂冠,,,,,,,,,,,,,,,,
Peach,Peach,桃,,,,,,,,,,,,,,,,
Peach,Peach,桃子,,,,,,,,,,,,,,,,
Peaches,Peaches,桃子,,,,,,,,,,,,,,,,
Peach tree,Peach tree,桃树,,,,,,,,,,,,,,,,
Table,Table,桌子,,,,,,,,,,,,,,,,
Files,Files,档,,,,,,,,,,,,,,,,
Folders,Folders,档夹,,,,,,,,,,,,,,,,
Folder,Folder,档夹,,,,,,,,,,,,,,,,
Bridge yoga,Bridge yoga,桥式,,,,,,,,,,,,,,,,
Bridge,Bridge,桥梁,,,,,,,,,,,,,,,,
Birch,Birch,桦树,,,,,,,,,,,,,,,,
Chaga,Chaga,桦褐孔菌,,,,,,,,,,,,,,,,
Beam bridge,Beam bridge,梁桥,,,,,,,,,,,,,,,,
Clubs,Clubs,梅花,,,,,,,,,,,,,,,,
Spanner,Spanner,梅花扳手,,,,,,,,,,,,,,,,
Terrier,Terrier,梗犬,,,,,,,,,,,,,,,,
Sleepwalker,Sleepwalker,梦游者,,,,,,,,,,,,,,,,
Pear,Pear,梨,,,,,,,,,,,,,,,,
Pear tree,Pear tree,梨树,,,,,,,,,,,,,,,,
Ladder,Ladder,梯子,,,,,,,,,,,,,,,,
Dresser,Dresser,梳妆台,,,,,,,,,,,,,,,,
Comb,Comb,梳子,,,,,,,,,,,,,,,,
Groom,Groom,梳理,,,,,,,,,,,,,,,,
Swabs,Swabs,棉签,,,,,,,,,,,,,,,,
Rope,Rope,棉绳,,,,,,,,,,,,,,,,
Cotton,Cotton,棉花,,,,,,,,,,,,,,,,
Chessboard,Chessboard,棋盘,,,,,,,,,,,,,,,,
Checker,Checker,棋盘格,,,,,,,,,,,,,,,,
Lollipop,Lollipop,棒棒糖,,,,,,,,,,,,,,,,
Baseball,Baseball,棒球,,,,,,,,,,,,,,,,
Palm,Palm,棕榈,,,,,,,,,,,,,,,,
Palm,Palm,棕榈叶,,,,,,,,,,,,,,,,
Palm,Palm,棕榈树,,,,,,,,,,,,,,,,
Palm tree,Palm tree,棕榈树,,,,,,,,,,,,,,,,
Ratchet,Ratchet,棘轮,,,,,,,,,,,,,,,,
Forest,Forest,森林,,,,,,,,,,,,,,,,
Prism shape,Prism shape,棱柱形,,,,,,,,,,,,,,,,
Prism,Prism,棱镜,,,,,,,,,,,,,,,,
Prism orb,Prism orb,棱镜球,,,,,,,,,,,,,,,,
Coffin,Coffin,棺材,,,,,,,,,,,,,,,,
Chair,Chair,椅子,,,,,,,,,,,,,,,,
Plant,Plant,植物,,,,,,,,,,,,,,,,
Pretzel,Pretzel,椒盐卷饼,,,,,,,,,,,,,,,,
Ellipse,Ellipse,椭圆,,,,,,,,,,,,,,,,
Oval,Oval,椭圆形,,,,,,,,,,,,,,,,
Elliptic,Elliptic,椭圆星系,,,,,,,,,,,,,,,,
Elliptic,Elliptic,椭圆轨道,,,,,,,,,,,,,,,,
Coconut,Coconut,椰奶,,,,,,,,,,,,,,,,
Coconut,Coconut,椰子,,,,,,,,,,,,,,,,
Dates,Dates,椰枣,,,,,,,,,,,,,,,,
Coconut,Coconut,椰蓉,,,,,,,,,,,,,,,,
Quince,Quince,榅桲,,,,,,,,,,,,,,,,
Hazelnut,Hazelnut,榛子,,,,,,,,,,,,,,,,
Durian,Durian,榴莲,,,,,,,,,,,,,,,,
Analog,Analog,模拟钟,,,,,,,,,,,,,,,,
Model,Model,模特,,,,,,,,,,,,,,,,
Fife,Fife,横笛,,,,,,,,,,,,,,,,
Cherry,Cherry,樱桃,,,,,,,,,,,,,,,,
Cherry tree,Cherry tree,樱桃树,,,,,,,,,,,,,,,,
Sakura,Sakura,樱花,,,,,,,,,,,,,,,,
Olives,Olives,橄榄,,,,,,,,,,,,,,,,
Olive,Olive,橄榄,,,,,,,,,,,,,,,,
Olive branch,Olive branch,橄榄枝,,,,,,,,,,,,,,,,
Oil,Oil,橄榄油,,,,,,,,,,,,,,,,
Rugby,Rugby,橄榄球,,,,,,,,,,,,,,,,
Rugby ball,Rugby ball,橄榄球,,,,,,,,,,,,,,,,
Olive hue,Olive hue,橄榄色,,,,,,,,,,,,,,,,
Orange juice,Orange juice,橙汁,,,,,,,,,,,,,,,,
Oak,Oak,橡树叶,,,,,,,,,,,,,,,,
Eraser,Eraser,橡皮,,,,,,,,,,,,,,,,
Rubber,Rubber,橡皮图章,,,,,,,,,,,,,,,,
Rubber duck,Rubber duck,橡皮鸭,,,,,,,,,,,,,,,,
Cupboard,Cupboard,橱柜,,,,,,,,,,,,,,,,
Euro,Euro,欧元,,,,,,,,,,,,,,,,
Europe,Europe,欧洲,,,,,,,,,,,,,,,,
Parsnip,Parsnip,欧洲萝卜,,,,,,,,,,,,,,,,
Parsley,Parsley,欧芹,,,,,,,,,,,,,,,,
Singing,Singing,歌唱,,,,,,,,,,,,,,,,
Kabuki,Kabuki,歌舞伎面具,,,,,,,,,,,,,,,,
Justice,Justice,正义,,,,,,,,,,,,,,,,
Square,Square,正方形,,,,,,,,,,,,,,,,
Carabus,Carabus,步甲,,,,,,,,,,,,,,,,
Carabid,Carabid,步行虫,,,,,,,,,,,,,,,,
Katana,Katana,武士刀,,,,,,,,,,,,,,,,
Deadbolt,Deadbolt,死栓,,,,,,,,,,,,,,,,
Sow,Sow,母猪,,,,,,,,,,,,,,,,
Venom,Venom,毒液,,,,,,,,,,,,,,,,
Toxin,Toxin,毒素,,,,,,,,,,,,,,,,
Viper,Viper,毒蛇,,,,,,,,,,,,,,,,
Amanita,Amanita,毒鹅膏,,,,,,,,,,,,,,,,
Amanita,Amanita,毒鹅膏菌,,,,,,,,,,,,,,,,
Score,Score,比分,,,,,,,,,,,,,,,,
Beagle,Beagle,比格犬,,,,,,,,,,,,,,,,
Peso,Peso,比索,,,,,,,,,,,,,,,,
Pisa,Pisa,比萨斜塔,,,,,,,,,,,,,,,,
Diploma,Diploma,毕业证书,,,,,,,,,,,,,,,,
Towel,Towel,毛巾,,,,,,,,,,,,,,,,
Towels,Towels,毛巾,,,,,,,,,,,,,,,,
Towel rack,Towel rack,毛巾架,,,,,,,,,,,,,,,,
Yarn ball,Yarn ball,毛线球,,,,,,,,,,,,,,,,
Plushie,Plushie,毛绒玩具,,,,,,,,,,,,,,,,
Sweater,Sweater,毛衣,,,,,,,,,,,,,,,,
Edamame,Edamame,毛豆,,,,,,,,,,,,,,,,
Blanket,Blanket,毯子,,,,,,,,,,,,,,,,
Bubble,Bubble,气泡,,,,,,,,,,,,,,,,
Balloons,Balloons,气球,,,,,,,,,,,,,,,,
Balloon,Balloon,气球,,,,,,,,,,,,,,,,
Balloon circle,Balloon circle,气球圈,,,,,,,,,,,,,,,,
Hydrogen,Hydrogen,氢,,,,,,,,,,,,,,,,
Oxygen,Oxygen,氧,,,,,,,,,,,,,,,,
Nitrogen,Nitrogen,氮,,,,,,,,,,,,,,,,
NaCl,NaCl,氯化钠,,,,,,,,,,,,,,,,
Water,Water,水,,,,,,,,,,,,,,,,
H2O,H2O,水,,,,,,,,,,,,,,,,
Daffodil,Daffodil,水仙花,,,,,,,,,,,,,,,,
Puddle,Puddle,水坑,,,,,,,,,,,,,,,,
Kettle,Kettle,水壶,,,,,,,,,,,,,,,,
Sailor,Sailor,水手,,,,,,,,,,,,,,,,
Aquarium,Aquarium,水族箱,,,,,,,,,,,,,,,,
Mercury,Mercury,水星,,,,,,,,,,,,,,,,
Crystal ball,Crystal ball,水晶球,,,,,,,,,,,,,,,,
Crystal,Crystal,水晶球,,,,,,,,,,,,,,,,
Fruits,Fruits,水果,,,,,,,,,,,,,,,,
Bucket,Bucket,水桶,,,,,,,,,,,,,,,,
Sink,Sink,水槽,,,,,,,,,,,,,,,,
Jellyfish,Jellyfish,水母,,,,,,,,,,,,,,,,
Buffalo,Buffalo,水牛,,,,,,,,,,,,,,,,
Otter,Otter,水獭,,,,,,,,,,,,,,,,
Water bottle,Water bottle,水瓶,,,,,,,,,,,,,,,,
Plumber,Plumber,水管工,,,,,,,,,,,,,,,,
Capybara,Capybara,水豚,,,,,,,,,,,,,,,,
Kelpie,Kelpie,水鬼马,,,,,,,,,,,,,,,,
Water tap,Water tap,水龙头,,,,,,,,,,,,,,,,
Spigot,Spigot,水龙头,,,,,,,,,,,,,,,,
Burger,Burger,汉堡,,,,,,,,,,,,,,,,
Sweat,Sweat,汗水,,,,,,,,,,,,,,,,
Soup,Soup,汤,,,,,,,,,,,,,,,,
Ladle,Ladle,汤勺,,,,,,,,,,,,,,,,
Gasoline,Gasoline,汽油,,,,,,,,,,,,,,,,
Car,Car,汽车,,,,,,,,,,,,,,,,
Car pedal,Car pedal,汽车踏板,,,,,,,,,,,,,,,,
